claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain
"“Trump controls U.S. military.”
",Facebook posts,2023-10-04,2023-10-09 18:58:35,false,en,politifact.com
"“Man cuts off wife’s head after DNA test proved none of 6 kids are his own.”
",Facebook posts,2023-10-03,2023-10-09 18:59:03,false,en,politifact.com
"“Bill Gates: People who resist ‘mRNA tsunami’ will be excluded from society.”
",Instagram posts,2023-09-30,2023-10-09 18:59:29,false,en,politifact.com
"“NATO troops deployed to Ukraine.”
",Facebook posts,2023-09-27,2023-10-09 19:00:56,false,en,politifact.com
"California Gov. Gavin Newsom is “not human.”
",Instagram posts,2023-10-02,2023-10-09 19:00:02,false,en,politifact.com
"A fact-check proves Michelle Obama is “a he.”
",Facebook posts,2023-09-26,2023-10-09 19:02:16,false,en,politifact.com
"“Katie Hobbs no longer governor of Arizona.”
",Facebook posts,2023-09-29,2023-10-09 19:00:27,false,en,politifact.com
"Video shows Rep. Alexandria Ocasio-Cortez crying on CNN.
",Facebook posts,2023-10-01,2023-10-09 19:03:36,false,en,politifact.com
"Sen. Dianne Feinstein tweeted about getting COVID-19 and flu vaccines days before her death.
",Viral image,2023-09-29,2023-10-09 19:03:08,false,en,politifact.com
"1,609 scientists signed a declaration saying “There is no climate emergency.”",Tweet,2023-09-15,2023-10-10 13:30:48,mostly false,en,politifact.com
New York Attorney General Letitia James and Judge Arthur Engoron valued Mar-a-Lago at $18 million.,Facebook,2023-10-01,2023-10-10 16:07:09,false,en,politifact.com
“Fewer than 2% of students are impacted whatsoever by the decisions we're making” to cut the budget.,E. Gordon Gee,2023-08-25,2023-10-10 23:17:07,mostly false,en,politifact.com
E. Gordon Gee’s university projects have increased “WVU’s debt load by 55%.”,West Virginia University Faculty Senate,2023-09-06,2023-10-10 23:18:54,mostly false,en,politifact.com
A video shows President Joe Biden invoking the Selective Service Act.,Facebook post,2023-10-15,2023-10-17 21:24:56,false,en,politifact.com
"There are ""about a half dozen"" transgender athletes competing in Wisconsin K-12 schools.",Barbara Dittrich,2023-10-04,2023-10-18 16:39:26,mostly false,en,politifact.com
The Democrats are pushing “to take in a million Palestinian refugees”,Andy Biggs,2023-10-16,2023-10-18 17:15:52,false,en,politifact.com
The Wall Street Journal reported that the Oct. 17 Gaza hospital explosion was caused by an American missile.,Social media posts,2023-10-17,2023-10-18 21:53:21,false,en,politifact.com
Florida Gov. Ron DeSantis “did something six months ago” akin to Nikki Haley recruiting Chinese companies to South Carolina.,Nikki Haley,2023-11-10,2023-11-20 14:41:22,false,en,politifact.com
These 13 books “have been banned from schools in Florida.”,Pink,2023-11-13,2023-11-20 18:53:27,mostly false,en,politifact.com
"""Half of American high school students are not familiar with the Holocaust.""",Dean Phillips,2023-11-13,2023-11-20 18:58:46,mostly false,en,politifact.com
"Jim Justice “broke his pledge, raised the gas tax.”",Alex Mooney,2023-11-02,2023-11-21 21:36:46,false,en,politifact.com
"A ""ghost bus … filled with FBI informants dressed as Trump supporters deployed onto our Capitol on January 6th.”",Clay Higgins,2023-11-15,2023-11-21 22:03:34,false,en,politifact.com
Video shows Israeli soldiers “raising their flag” over al-Shifa hospital in Gaza.,Instagram post,2023-11-16,2023-11-21 22:28:32,false,en,politifact.com
"“Because wages are rising, this Thanksgiving dinner is the fourth-cheapest ever as a percentage of average earnings.”",Karine Jean-Pierre,2023-11-21,2023-11-22 00:25:06,mostly true,en,politifact.com
"The federal government and the Federal Reserve were “raising inflation,” something that “had nothing to do with … getting our economy back in line” but rather to fund a “war against a bunch of civilians.”",TikTok posts,2023-11-19,2023-11-22 00:27:38,false,en,politifact.com
"""80% of the RIOTERS in Minneapolis last night were from OUT OF STATE.""",Donald Trump,2020-05-30,2020-06-01 20:57:14,false,en,politifact.com
In South Florida “all children and adults must remain in their homes” due to coronavirus.,Facebook post,2020-03-13,2020-03-17 21:27:43,false,en,politifact.com
"Says Democrats ""blocked the Iowa poll"" and ""blocked the Iowa caucus.""",Organizers for Bernie 2020,2020-02-04,2020-02-05 01:11:36,false,en,politifact.com
"""If out-of-state drivers paid gas tax, they would contribute $73 million to fix our roads""",Jon Erpenbach,2019-06-06,2019-07-01 18:36:45,mostly true,en,politifact.com
"Republicans on the budget-writing committee ""did nothing"" to address oversight of large-scale farms, ""as literal manure is coming out of people’s faucets. ",Jimmy Anderson,2019-05-29,2019-06-11 00:00:00,mixture,en,politifact.com
"""Virginians pay the 11th-highest power bills in the nation.""",Clean Virginia,2018-11-16,2018-11-27 00:00:00,mixture,en,politifact.com
“13 nations agree to abolish farming in order to save the planet.”,Instagram posts,2023-07-27,2023-08-04 19:02:47,false,en,politifact.com
“We’re seeing two massive explosions on U.S. critical infrastructure in the past 24 hours that have caused power outages.”,Facebook posts,2023-08-03,2023-08-09 22:08:12,false,en,politifact.com
"While nearly naked, a member of Mexico’s congress said, “You are ashamed to see me naked, but you are not ashamed to see your people in the streets naked.”
",Instagram posts,2023-08-12,2023-08-24 22:02:53,mostly false,en,politifact.com
"Video shows “articles of impeachment to be filed against President Joe Biden today!”
",Facebook posts,2023-08-19,2023-08-25 20:27:22,false,en,politifact.com
"Images of blue things that weren’t burned in Hawaii are evidence directed energy weapons started the wildfires there.
",Instagram posts,2023-08-20,2023-08-25 20:29:48,false,en,politifact.com
"U.S. Navy SEALs rescued 807 children who were being kept as sex slaves on a barge in San Francisco Bay.
",Instagram posts,2023-08-20,2023-08-25 20:31:00,false,en,politifact.com
"Women vaccinated against COVID-19 face ""unknown side effects that could perpetually go down through the lineage"" to their children.",Instagram posts,2023-08-26,2023-08-29 22:17:43,false,en,politifact.com
"The Olympic boxing committee “decided this year that men can box against women in the Olympics.”
",Tommy Tuberville,2024-02-22,2024-03-04 15:07:46,mostly false,en,politifact.com
"“Mom of Barack Obama’s chef speaks out to expose Obama family.”
",Facebook posts,2023-08-23,2023-08-30 19:57:55,false,en,politifact.com
"“Oprah started the fire.”
",Instagram posts,2023-08-21,2023-08-30 19:58:31,false,en,politifact.com
The Human Meat Project is using donated bodies and organs to create “alternative meat consumption options.” ,Facebook posts,2022-12-11,2023-01-11 18:25:52,false,en,politifact.com
"Tafari Campbell was “murdered.”
",Facebook posts,2023-08-25,2023-08-30 19:59:12,false,en,politifact.com
"Photo shows someone stealing less than $950 of goods in California.
",Viral image,2023-08-27,2023-08-30 20:03:02,false,en,politifact.com
“US Navy SEALs are arresting Ron DeSantis” for running a child sex trafficking ring.,Facebook post,2023-07-25,2023-08-03 20:52:06,false,en,politifact.com
Video shows that Attorney General Merrick Garland “cries like kid after Taylor Greene calls out stupid ‘Trump’s Arraignment.’”,Facebook posts,2023-07-07,2023-08-04 14:34:12,false,en,politifact.com
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Instagram post,2023-07-05,2023-08-09 13:13:34,false,en,politifact.com
Douglass Mackey was convicted “because he made a meme in the 2016 election.”,Charlie Kirk,2023-08-02,2023-08-09 22:02:03,mostly false,en,politifact.com
Photos are proof that Hawaii fires were caused by a “direct energy weapon assault on the people.”,Instagram post,2023-08-11,2023-08-11 20:42:33,false,en,politifact.com
"“In three short years, we achieved energy independence.”",Mike Pence,2023-08-13,2023-08-16 15:21:18,mixture,en,politifact.com
“Official statement — Putin assassinated in the Kremlin!”,Facebook posts,2023-08-20,2023-08-22 21:07:49,false,en,politifact.com
"""Some states have “tried to ban teaching Latino and Hispanic history.”",Kamala Harris,2023-07-21,2023-08-21 21:00:09,mostly false,en,politifact.com
“Military arrests Pfizer CEO Albert Bourla.”,Instagram post,2023-08-15,2023-08-22 18:39:04,false,en,politifact.com
"""America’s C40 cities will ban meat, dairy, new clothes, private cars by 2030.”",Instagram post,2023-08-27,2023-08-30 20:24:48,false,en,politifact.com
"“Over 1,000 missing children in Maui.”
",Viral image,2023-09-10,2023-09-14 22:06:37,false,en,politifact.com
"“Congress say they will start printing 2024 ballot without Trump name in October 2023.”
",TikTok posts,2023-09-04,2023-09-13 21:13:20,false,en,politifact.com
"“Walmart must pay $500 to U.S. families who made purchases in 2022.”
",Facebook posts,2023-09-15,2023-09-20 22:08:34,false,en,politifact.com
“Guess who is the marketing CEO of Zoom? Pelosi’s daughter/Newsome’s cousin.”,Viral image,2020-09-19,2020-09-25 19:12:02,false,en,politifact.com
"Quotes House Speaker Mike Johnson as saying, “Every woman has a duty to birth at least one able-bodied worker.”",Instagram posts,2023-11-27,2023-11-27 21:22:17,false,en,politifact.com
Fox News reported that Stormy Daniels admitted having a ‘business relationship’ with Speaker Mike Johnson.,X post,2023-10-16,2023-11-27 21:24:44,false,en,politifact.com
Video shows that “Troy Nehls FORCES Pete Buttigieg to admit that Biden is unfit to serve.”,Facebook post,2023-11-17,2023-11-27 22:26:38,false,en,politifact.com
"“Terrorist attack confirmed” in Niagara Falls, New York.",Social media posts,2023-11-22,2023-11-27 22:32:33,false,en,politifact.com
Video shows teacher teaching gender pronouns and being confronted by students,Facebook post,2023-11-20,2023-11-27 22:58:58,false,en,politifact.com
"“People who took the jab are technically ‘non human species.’”
",Instagram posts,2023-09-16,2023-09-21 19:59:23,false,en,politifact.com
"Video shows “someone who tried to escape Burning Man.”
",Instagram posts,2023-09-03,2023-09-13 21:15:44,false,en,politifact.com
“Big drug companies charge as little as $7 for an inhaler overseas and nearly $500 for the exact same one here in the US.” ,Tammy Baldwin,2024-02-01,2024-02-23 13:54:23,mostly true,en,politifact.com
"Stanley cups tested positive for lead “inside of the cup where the drink is.”
",Facebook post,2024-01-29,2024-02-01 23:23:23,false,en,politifact.com
“Beyoncé faces nearly $10 billion loss following ‘Black national anthem’ performance at NFL.”,Facebook post,2024-02-13,2024-02-15 21:02:03,false,en,politifact.com
The Bipartisan Safer in Communities Act led to “a 12% reduction in urban homicides in this country.”,Chris Murphy,2024-02-11,2024-02-15 21:37:07,mixture,en,politifact.com
"Under Joe Biden, there are “record numbers of new Black entrepreneurs”",Joe Biden,2024-02-13,2024-02-15 23:08:58,true,en,politifact.com
"“We’ve seen an 800% increase in the Swanton sector, which is the part of the northern border that I represent, in illegal crossings.”",Rep. Elise Stefanik,2024-01-28,2024-02-23 16:16:09,true,en,politifact.com
"“Our government, wrongly, is saying if you’re born in this country you’re automatically an American citizen.” ",Glenn Grothman,2023-12-01,2024-01-12 16:52:42,false,en,politifact.com
“That’s why they are allowing these people to come in — people that don’t speak our language — they are signing them up to vote.”,Donald Trump,2024-01-05,2024-01-12 22:08:21,false,en,politifact.com
"In Palm Springs, California, “transgender residents to receive a monthly payment of $900.”",Instagram posts,2024-01-02,2024-01-12 23:13:32,mostly false,en,politifact.com
"Video shows Clearwater Beach during Hurricane Idalia.
",Facebook posts,2023-08-29,2023-09-13 21:18:43,false,en,politifact.com
“The racial wealth gap is the smallest it’s been in 20 years.”,Joe Biden,2024-01-08,2024-01-12 23:39:51,mixture,en,politifact.com
Bloodied Palestinian baby doll was “made in Israel.”,Instagram post,2024-01-09,2024-01-12 23:52:51,false,en,politifact.com
"“In April last year, our state unemployment rate hit a record low of 2.4%. Last year, Wisconsin had an all-time lowest number of unemployed workers ever in modern history.” ",Tony Evers,2024-01-23,2024-02-02 15:35:58,true,en,politifact.com
U.S. Sen. Tammy Baldwin “voted to send hundreds of millions to Iran” to bankroll “radicals like Hezbollah and Hamas.”,National Republican Senatorial Committee ,2023-11-08,2023-11-24 15:53:49,mostly false,en,politifact.com
"""(The) top issue for college students is the economy."" ",Scott Walker,2024-01-21,2024-02-02 19:00:20,true,en,politifact.com
“Marines caught FEMA operatives piling corpses into a mass gravesite at the Maui Forest Reserve.”,TikTok videos,2023-08-23,2023-08-31 19:27:43,false,en,politifact.com
Nevada database glitch showing voters cast ballots when they didn’t is evidence that voting by mail is “the largest source of potential voter fraud.”,Sean Parnell,2024-02-19,2024-02-23 19:55:33,false,en,politifact.com
"There is “clear scientific consensus” that “hormonal birth control makes you fat, doubles risk of depression and triples risk of suicide.”",Elon Musk,2024-02-16,2024-02-23 20:57:40,false,en,politifact.com
“This is the third time we’ve won but this is the biggest win” in Iowa caucus.,Donald Trump,2024-01-15,2024-01-16 20:30:15,false,en,politifact.com
Video shows a “US-owned cargo ship was just hit by a missile off the coast of Yemen!”,Instagram posts,2024-01-15,2024-01-16 21:22:38,false,en,politifact.com
“Epstein List” shows 166 people connected to convicted sex offender Jeffrey Epstein.,Instagram post,2024-01-04,2024-02-05 14:07:46,false,en,politifact.com
“The Ukraine supplemental includes a hidden impeachment clause against President Trump”,J.D. Vance,2024-02-12,2024-02-16 19:22:02,false,en,politifact.com
“Ground Zero in New York — I remember standing there the next day.”,Joe Biden,2023-09-11,2023-09-12 22:43:42,false,en,politifact.com
A FEMA office in Chicago is proof of a conspiracy.,Facebook posts,2023-09-08,2023-09-13 13:09:23,false,en,politifact.com
Video shows a missile hitting the Pentagon on 9/11.,Instagram posts,2023-09-12,2023-09-13 13:10:56,false,en,politifact.com
"""Modified mosquitoes have officially made it to Ohio.”",Instagram post,2023-09-09,2023-09-15 14:10:57,false,en,politifact.com
Killer Mike arrested at Grammy Awards for not endorsing Joe Biden on “Real Time with Bill Maher.”,TikTok video,2024-02-05,2024-02-05 19:43:35,false,en,politifact.com
“We know the bank records show that nearly $20 million in payments were directed to the Biden family members and associates through various shell companies.”,Kevin McCarthy,2023-09-12,2023-09-18 21:41:34,mixture,en,politifact.com
"Under President Joe Biden, “Black unemployment is the lowest in American history.”",Donna Brazile,2024-02-04,2024-02-05 22:26:06,mostly true,en,politifact.com
"If Texas says, “‘We don’t want to be part of America anymore’ … that’s their decision to make.”",Nikki Haley,2024-01-31,2024-02-05 22:54:06,false,en,politifact.com
The Pfizer COVID-19 vaccine “shuts off” recipients’ hearts.,Instagram posts,2024-01-22,2024-02-05 22:56:08,false,en,politifact.com
Photo shows explosives disguised as food cans.,Instagram posts,2024-01-24,2024-02-05 23:03:00,false,en,politifact.com
"Video shows Donald Trump believes “there has to be some form of punishment” for women who have abortions.
",Joe Biden,2023-08-25,2023-09-20 14:18:24,mostly false,en,politifact.com
"“California Democrats have proposed Bill 553, which makes it ILLEGAL to confront or fight back against looters, burglars and shoplifters.”",Instagram posts,2023-09-05,2023-09-20 21:12:37,false,en,politifact.com
Video shows an April 2023 clown attack in Paris.,Facebook posts,2023-09-09,2023-09-20 21:15:47,false,en,politifact.com
"“Hillary Clinton in trouble as her dark web video leaked.”
",Facebook posts,2023-09-14,2023-09-20 22:07:44,false,en,politifact.com
"“Obama finally reveals how personal chef drowned in mysterious pond accident.”
",Facebook posts,2023-09-11,2023-09-20 22:08:07,false,en,politifact.com
Joe Biden or Donald Trump dropped out of the 2024 presidential race as of Feb 15.,Facebook posts,2024-02-15,2024-02-16 21:18:51,false,en,politifact.com
The Kids Online Safety Act “would require everyone to upload your government ID in order to use most sites on the internet.”,X posts,2024-02-16,2024-02-23 23:24:54,false,en,politifact.com
Dr. Oz endorsed gummies to “clean blood vessels” and treat high blood pressure.,Facebook posts,2024-01-07,2024-01-17 22:11:12,false,en,politifact.com
"Video shows President Joe Biden promoting a $6,400 government subsidy.",Facebook posts,2024-01-12,2024-01-17 22:13:07,false,en,politifact.com
"""Google proves that no one ever went to the moon.”
",Instagram posts,2024-02-12,2024-02-16 23:14:50,false,en,politifact.com
"“Wisconsin had over 1,400 opioid overdose deaths in 2022.” ",Tammy Baldwin,2024-01-21,2024-02-06 15:47:27,true,en,politifact.com
"Because “17 million immigrants” were “let in” the U.S, “ foot and mouth disease is back. We got rid of that fifty years ago.”",Instagram post,2024-02-15,2024-02-16 23:54:44,false,en,politifact.com
"“The biggest threat to your unions is millions of people coming across the border, because you're not gonna have your jobs anymore.”",Donald Trump,2024-02-23,2024-02-23 23:27:29,mostly false,en,politifact.com
Photo shows the Smokehouse Creek fire in Texas.,Facebook post,2024-02-27,2024-02-29 15:03:09,false,en,politifact.com
U.S. tax dollars “have gone to promote transgenderism in Bangladesh.”,Ron DeSantis,2023-12-15,2024-01-18 15:31:35,mixture,en,politifact.com
"Women ""store DNA"" from all their male sexual partners.",Instagram posts,2024-01-15,2024-01-18 15:33:26,false,en,politifact.com
"In Oklahoma, ""I won 77 out of 77 counties. Ronald Reagan is second with 56.""",Donald Trump,2024-02-05,2024-02-06 22:57:26,mostly false,en,politifact.com
“Haley’s plan cuts Social Security benefits for 82% of Americans.”,Donald Trump,2024-01-11,2024-01-18 19:03:04,false,en,politifact.com
"It was not former President Donald Trump who promoted the COVID-19 vaccine, but a “lookalike.”",Instagram post,2024-02-28,2024-02-29 22:13:56,false,en,politifact.com
World Economic Forum event is evidence that global leaders are planning a new pandemic called Disease X.,Instagram post,2024-01-11,2024-01-18 23:24:21,false,en,politifact.com
Martin Luther King Jr. is “rallying around President Trump!”,Facebook post,2024-02-02,2024-02-07 16:30:30,false,en,politifact.com
Biden’s strategy is to “get as many illegals in the country as possible” and “legalize them to create a permanent majority.”,Elon Musk,2024-02-02,2024-02-07 20:12:45,false,en,politifact.com
“Inflation has been at the pre-pandemic level of 2% over the last half year.”,Joe Biden,2024-02-04,2024-02-07 23:20:37,mixture,en,politifact.com
"“Bryan Steil is part of a group that wants to cut Social Security and Medicare, that would be devastating.” ",Opportunity Wisconsin,2024-01-10,2024-01-19 15:52:51,mostly false,en,politifact.com
"Donald Trump “proposed when he was president” that “he wanted to raise the gas tax up to 25 cents.""",Nikki Haley,2024-01-17,2024-01-19 18:47:07,mostly false,en,politifact.com
"“Illegal immigrants now have the right to vote in New York.""",Instagram posts,2023-12-18,2024-01-19 21:56:10,false,en,politifact.com
President Joe Biden said he will “send F-15s” to “wage war against Texas.”,TikTok videos,2024-01-13,2024-01-19 22:12:13,false,en,politifact.com
“Disney World is adding urinals to the women’s restrooms.”,Instagram posts,2024-02-25,2024-02-26 21:18:05,false,en,politifact.com
"“Every booster you take, you’re more likely to get COVID as a result of it.”",Ron DeSantis,2024-01-17,2024-01-20 05:34:57,false,en,politifact.com
There was an “attempt on Dr. Oz’s life” on TV over his diabetes cure.,Instagram post,2024-02-26,2024-02-26 21:45:47,false,en,politifact.com
Chicken farm fire that killed 12 million birds intentionally set.,Instagram post,2024-02-21,2024-02-26 22:03:09,false,en,politifact.com
“George Soros worked for Hitler. Klaus Schwab’s father also worked for Hitler.”,Instagram post,2024-01-30,2024-02-08 20:27:59,false,en,politifact.com
"Says Winston Churchill said, “Success is not final, failure is not fatal: it is the courage to continue that counts.”",Ron DeSantis,2024-01-21,2024-01-21 22:12:16,false,en,politifact.com
"Since Russia invaded Ukraine, “not a single Western journalist has bothered to interview Putin.”",Tucker Carlson,2024-02-06,2024-02-08 21:01:47,false,en,politifact.com
“We think the Earth’s warming” because “we’re literally cooking the books” with flawed temperature data.,Jesse Watters,2024-01-31,2024-02-08 21:08:29,false,en,politifact.com
“Marijuana is currently classified in the same category of drugs as heroin and a more dangerous category than fentanyl or cocaine.”,Kirsten Gillibrand,2024-02-03,2024-02-20 19:58:13,true,en,politifact.com
“One of my responsibilities as Secretary of State is to countersign acts passed by the legislature & signed into law by Gov. Evers.” ,Sarah Godlewski,2024-02-21,2024-03-01 17:25:40,mostly false,en,politifact.com
“Trump’s hair wig falls off during rally speech!”,Instagram post,2024-02-17,2024-02-20 21:04:57,false,en,politifact.com
"Benjamin Netanyahu refused to take a microphone from an Arab official, suggesting his belief that Arabs “are unclean.”
",Instagram post,2024-02-19,2024-02-20 22:53:56,false,en,politifact.com
“The law in Wisconsin (on abortion time limit) is 20 weeks. That is way outside the international bounds.” ,Robin Vos,2024-01-07,2024-02-09 15:50:47,mostly false,en,politifact.com
President Joe Biden said that Democrats should not vote in the New Hampshire primary.,Robocaller,2024-01-21,2024-01-22 20:28:59,false,en,politifact.com
President Joe Biden “directed New York AG Witch Hunt” into Donald Trump’s real estate,Donald Trump,2024-02-16,2024-02-20 23:43:03,false,en,politifact.com
Solar flares caused AT&T’s cellphone outage.,Instagram posts,2024-02-22,2024-03-01 22:08:31,false,en,politifact.com
President Joe Biden’s comments about Texas homes are evidence that homes of a certain color are spared from wildfires.,Instagram posts,2024-02-29,2024-03-01 22:17:55,false,en,politifact.com
“I cooperated far more” than Joe Biden in the classified documents investigations.,Donald Trump,2024-02-08,2024-02-09 22:33:22,false,en,politifact.com
"""Ukraine puts Tucker Carlson on a ‘hit list’ after an interview with Vladimir Putin.”
",Instagram post,2024-02-07,2024-02-09 22:34:18,false,en,politifact.com
"""After Roe was dismantled, extremists evoked a law from 1849 to stop abortion” in Wisconsin. ",Kamala Harris,2024-01-22,2024-01-23 15:51:11,false,en,politifact.com
"In an interview with Tucker Carlson, Russian President Vladimir Putin said he finds the U.S.-Mexico border issue “ironically amusing.”",Instagram posts,2024-02-06,2024-02-09 22:56:48,false,en,politifact.com
Wearing this bracelet aids in weight loss.,Facebook posts,2024-01-23,2024-02-09 22:58:59,false,en,politifact.com
Paper shows “mRNA COVID-19 vaccines caused more deaths” than lives saved.,Instagram posts,2024-02-04,2024-02-09 23:02:26,false,en,politifact.com
“Florida state government (has the) lowest number of state employees per capita in the country.”,Ron DeSantis,2024-01-18,2024-01-23 21:40:29,mostly true,en,politifact.com
"“Bidenomics is costing the typical American household over $11,400 more a year to buy the basics.”",Bryan Steil,2024-02-01,2024-02-21 14:38:39,mixture,en,politifact.com
Sports journalist Mike Dickson died because of COVID-19 vaccines.,Instagram posts,2024-01-21,2024-01-23 21:54:07,false,en,politifact.com
"On classified documents in his possession, “none of it was high classified.”",Joe Biden,2024-02-10,2024-02-10 00:08:22,false,en,politifact.com
King Charles’ cancer diagnosis is linked to mRNA cancer therapy trial in U.K.,Instagram post,2024-02-09,2024-02-10 00:32:31,false,en,politifact.com
"“Chuck Schumer caught on hot mic” plotting to “blame REPUBLICANS AND MAGA” for reform delays.
",Instagram post,2024-02-29,2024-03-01 22:49:38,false,en,politifact.com
Photo shows Minnesota Sen. Amy Klobuchar and Minnesota Attorney General Keith Ellison posing at “Defund the Police” event.,Facebook post,2024-02-19,2024-02-21 19:40:11,false,en,politifact.com
"""There are less than two weeks until the deadline to register to vote in Wisconsin."" ",Voto Latino,2024-02-29,2024-03-05 17:06:41,mostly false,en,politifact.com
President Joe Biden changed the State of the Union Address from summer to March.,Instagram posts,2024-01-19,2024-01-24 22:15:42,false,en,politifact.com
"""We have just 4% of the world’s population — 25% of the world’s cases.""",Bill Clinton,2020-08-19,2020-08-19 04:10:04,true,en,politifact.com
"Removing gun-related homicides in Chicago, Detroit, Los Angeles, Philadelphia and St. Louis would drop the U.S. to 189th out of 193 countries in gun violence.",Instagram post,2024-02-01,2024-02-27 21:48:41,false,en,politifact.com
“Your legal name is in fact a corporation. This is why you always see your name written in ALL CAPS.”,Instagram posts,2024-02-27,2024-03-01 23:17:49,false,en,politifact.com
Ukrainian President Volodymyr Zelenskyy used U.S. aid funds to buy two yachts for $75 million.,Instagram posts,2024-02-19,2024-02-21 23:10:45,false,en,politifact.com
Photo shows Ukrainian President Volodymyr Zelenskyy’s U.S. naturalization certificate.,Instagram posts,2024-02-09,2024-02-21 23:12:47,false,en,politifact.com
“New proposed bill in Maine says the state can take custody of a kid if the parents oppose” gender-affirming care,X post,2024-01-16,2024-01-25 16:02:29,false,en,politifact.com
"Donald Trump’s fine in the New York fraud case “is a form of Navalny, it is a form of communism or fascism.”",Donald Trump,2024-02-21,2024-02-22 00:07:31,false,en,politifact.com
“US hospitals caught injecting experimental Ebola vaccine that sheds!”,Instagram post,2024-01-22,2024-01-25 23:06:55,false,en,politifact.com
Photo shows Taylor Swift wearing an anti-Donald Trump T-shirt.,Facebook posts,2024-02-07,2024-02-12 22:45:06,false,en,politifact.com
"“Each year, more than $1 billion is stolen from” workers in New York state through wage theft.",Linda Rosenthal,2024-02-06,2024-02-22 05:53:50,mostly true,en,politifact.com
"“TSA found with metal detectors nearly 7,000 firearms at airports last year — an all-time high.”",Chuck Schumer,2024-01-29,2024-02-22 05:55:42,mostly true,en,politifact.com
"“NYC will give $1,000 taxpayer-funded credit cards to migrants.”",George Borrello,2024-02-05,2024-02-22 05:58:41,mixture,en,politifact.com
"Arson, not climate change, caused Canada’s record 2023 wildfire season.
",Instagram post,2024-02-06,2024-02-12 23:31:36,false,en,politifact.com
"
Social media post claims judge in Trump’s defamation trial engaged in “election interference” by delaying the trial to New Hampshire’s primary day.
",Instagram posts,2024-01-22,2024-01-26 13:31:55,false,en,politifact.com
"""Unfortunately during COVID, the clerks in Madison and Milwaukee told their constituents that they were actually indefinitely confined and did not have to come and vote, which was incorrect."" ",Cindi Duchow,2023-11-09,2024-01-26 14:36:02,mostly true,en,politifact.com
"""There are a thousand billionaires now and you know what their average tax rate is? 8%."" ",Joe Biden,2024-01-25,2024-01-26 20:27:48,false,en,politifact.com
"Jason Kelce “arrived in Vegas, for the Superbowl, dressed as Alan from The Hangover.”",X post,2024-02-13,2024-02-13 14:15:25,false,en,politifact.com
Chinese scientists “created (a) new COVID-19 strain (with) 100% fatality.”,Instagram posts,2024-01-21,2024-01-26 22:37:44,false,en,politifact.com
United Nations troops can “round up” and forcibly “vaccinate the population” if WHO pandemic treaty is passed.,Instagram post,2024-01-24,2024-01-26 23:02:15,false,en,politifact.com
"“Tens of thousands of auto jobs were lost nationwide during Trump's presidency,” but during Biden’s presidency, “we've created more than 250,000 auto jobs.”",Joe Biden,2024-01-24,2024-01-29 23:01:17,mixture,en,politifact.com
"An activist spoke about LGBTQ+ issues at a Plano, Texas, city council meeting.",Instagram post,2024-01-13,2024-01-29 23:02:51,false,en,politifact.com
"Food “costs 40%, 50%, 60% more than it did just a few years ago.”",Donald Trump,2024-02-10,2024-02-14 01:40:52,mostly false,en,politifact.com
Twelve babies died from taking RSV drug in clinical trials.,Instagram post,2024-01-27,2024-01-30 19:00:44,false,en,politifact.com
Video shows people “heading to Texas to stop the Biden Border Invasion.”,Instagram post,2024-01-28,2024-01-30 22:24:44,false,en,politifact.com
"“Today in America, 1 in 3 women of reproductive age live in a state with an abortion ban.”",Kamala Harris,2024-01-22,2024-01-30 22:29:41,true,en,politifact.com
Judge in E. Jean Carroll-Donald Trump trial “involved in sex trafficking.”,Instagram post,2024-01-28,2024-01-30 22:37:23,false,en,politifact.com
Democrats “used COVID to cheat” in the 2020 election,Donald Trump,2024-01-24,2024-01-31 00:52:42,false,en,politifact.com
"Says Republican U.S. Senate candidate Eric Hovde claims he ""understands the tragedy of children being trafficked through Central America because he owns three homes there.""",Heartland Signal,2024-02-20,2024-02-22 19:02:58,mostly false,en,politifact.com
"Video shows a convicted terrorist, Movsum Samadov, coming to the U.S. through the southern border.", Facebook,2024-01-23,2024-01-31 14:30:41,false,en,politifact.com
"If a woman in Texas takes “abortion pills voluntarily,” she would be “charged with murder.”",Instagram post,2024-02-11,2024-02-14 17:13:37,false,en,politifact.com
Taylor Swift said she “will leave the United States if Donald Trump becomes President in 2024.”,Instagram post,2024-02-05,2024-02-28 22:13:43,false,en,politifact.com
"If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.",Joe Biden,2024-02-22,2024-03-04 14:11:05,mostly true,en,politifact.com
Minnesota incarcerates “about a third of what Wisconsin does.” ,Kelda Roys,2024-02-01,2024-02-14 18:04:30,true,en,politifact.com
Cloud seeding program connected to recent California storms.,Instagram post,2024-02-19,2024-02-22 22:08:51,false,en,politifact.com
"Videos of Nancy Pelosi from Jan. 6, 2021, show the Capitol attack was staged.",Instagram posts,2023-11-19,2023-11-28 17:11:31,false,en,politifact.com
Video shows a Doctors Without Borders medic in Jenin taking a weapon from a wounded person and giving it to someone else.,Instagram posts,2023-11-09,2023-11-28 17:13:23,false,en,politifact.com
"Video shows a military chaplain praying, “Please get rid of Joe Biden and bring back the real president, Donald J. Trump.”",Instagram posts,2023-11-22,2023-11-28 17:15:45,false,en,politifact.com
